ticker,date,ai,fwd_1q,fwd_1y,fwd_3y
CRM,2011-03-31,9.9623,0.1153,0.1567,0.7095
CRM,2011-06-30,11.1124,-0.2329,-0.072,0.5594
CRM,2011-09-30,8.5209,-0.1122,0.3361,1.0137
CRM,2011-12-31,7.5635,0.5229,0.6568,1.3383
CRM,2012-03-31,7.9988,-0.1052,0.1574,0.7296
CRM,2012-06-30,7.1462,0.1044,0.1046,1.0145
CRM,2012-09-30,7.9033,0.1009,0.3599,0.8188
CRM,2012-12-31,8.7118,0.0638,0.3133,0.8656
CRM,2013-03-31,7.3988,-0.146,0.277,0.6514
CRM,2013-06-30,1.3802,0.3596,0.5212,1.0799
CRM,2013-09-30,1.9677,0.0632,0.1083,0.3741
CRM,2013-12-31,2.1081,0.0344,0.0747,0.2404
CRM,2014-03-31,7.6768,0.0173,0.1703,0.4449
CRM,2014-06-30,7.812,-0.0095,0.1989,0.491
CRM,2014-09-30,7.7369,0.0309,0.2068,0.6238
CRM,2014-12-31,7.9801,0.1265,0.3219,0.7237
CRM,2015-03-31,7.5025,0.0422,0.1051,0.7408
CRM,2015-06-30,7.8186,-0.0029,0.1405,0.9589
CRM,2015-09-30,7.7962,0.1292,0.0274,1.2905
CRM,2015-12-31,8.8017,-0.0583,-0.1268,0.7471
CRM,2016-03-31,7.4476,0.0756,0.1173,1.1451
CRM,2016-06-30,8.0133,-0.1018,0.0905,0.9107
CRM,2016-09-30,7.1942,-0.0402,0.3097,1.081
CRM,2016-12-31,6.9032,0.2049,0.4933,1.3757
CRM,2017-03-31,8.3256,0.0498,0.4099,0.7454
CRM,2017-06-30,8.7422,0.0788,0.5751,1.1632
CRM,2019-03-31,9.23,-0.0419,-0.0909,0.3407
CRM,2019-06-30,8.8446,-0.0217,0.2346,0.0877
CRM,2019-09-30,8.6537,0.0957,0.6931,-0.031
CRM,2019-12-31,9.4777,-0.1147,0.3682,-0.1848
CRM,2020-03-31,7.1678,0.3011,0.4715,0.3876
CRM,2020-06-30,9.3505,0.3416,0.304,0.1277
CRM,2020-09-30,12.5725,-0.1146,0.0792,-0.1931
CRM,2020-12-31,11.1229,-0.0479,0.142,0.1825
CRM,2021-03-31,9.135,0.1529,0.0021,0.4234
CRM,2021-06-30,10.5575,0.1103,-0.3244,0.0539
CRM,2021-09-30,11.7408,-0.063,-0.4697,0.0137
CRM,2021-12-31,10.9904,-0.1645,-0.4783,0.3229
CRM,2022-03-31,8.2825,-0.2227,-0.0591,0.271
CRM,2022-06-30,6.4821,-0.1285,0.2801,0.6667
CRM,2022-09-30,5.6748,-0.0782,0.4098,0.665
CRM,2022-12-31,5.2464,0.5067,0.9846,1.0222
CRM,2023-03-31,7.0751,0.0575,0.5095,-0.0543
CRM,2023-06-30,7.4745,-0.0401,0.2186,
CRM,2023-09-30,7.1795,0.2977,0.3558,
CRM,2023-12-31,9.2795,0.1461,0.2776,
CRM,2024-03-31,9.7011,-0.1464,-0.1052,
CRM,2024-06-30,8.2859,0.0679,0.0685,
CRM,2024-09-30,8.8192,0.2229,-0.1289,
CRM,2024-12-31,10.7654,,-0.2025,
CROX,2012-03-31,2.0183,-0.228,-0.2916,-0.4355
CROX,2012-06-30,1.4854,0.0037,0.0217,-0.0892
CROX,2012-09-30,1.4921,-0.1123,-0.161,-0.2023
CROX,2012-12-31,1.2888,0.0299,0.1063,-0.2884
CROX,2013-03-31,-0.3861,0.1134,0.0526,-0.3509
CROX,2013-06-30,-0.3861,-0.1758,-0.0891,-0.3164
CROX,2013-09-30,-0.3861,0.1706,-0.075,-0.3897
CROX,2013-12-31,-0.3861,-0.0201,-0.2155,-0.5691
CROX,2014-03-31,1.5512,-0.0365,-0.2429,-0.5468
CROX,2014-06-30,1.4788,-0.163,-0.0213,-0.487
CROX,2014-09-30,1.1675,-0.0072,0.0278,-0.2289
CROX,2014-12-31,1.156,-0.0544,-0.1801,0.012
CROX,2015-03-31,1.1132,0.2456,-0.1854,0.376
CROX,2015-06-30,1.492,-0.121,-0.2332,0.1971
CROX,2015-09-30,1.2595,-0.208,-0.3581,0.6466
CROX,2015-12-31,0.9082,-0.0605,-0.3301,1.5371
CROX,2016-03-31,1.3695,0.1726,-0.2651,1.6767
CROX,2016-06-30,1.663,-0.2642,-0.3165,0.7509
CROX,2016-09-30,1.136,-0.1735,0.1687,2.3446
CROX,2016-12-31,0.8814,0.0306,0.8426,5.1064
CROX,2017-03-31,0.9185,0.0905,1.2984,1.4031
CROX,2017-06-30,1.0317,0.2581,1.284,3.7756
CROX,2019-03-31,2.9972,-0.233,-0.3402,1.967
CROX,2019-06-30,2.2976,0.4056,0.8643,1.4643
CROX,2019-09-30,3.2316,0.509,0.5393,1.4733
CROX,2019-12-31,4.8792,-0.5944,0.4958,1.5884
CROX,2020-03-31,1.615,1.1672,3.7351,6.442
CROX,2020-06-30,3.3549,0.1605,2.1646,2.0538
CROX,2020-09-30,3.8735,0.4664,2.3578,1.0648
CROX,2020-12-31,5.6221,0.2839,1.0463,0.4907
CROX,2021-03-31,5.7398,0.4484,-0.0503,0.7874
CROX,2021-06-30,8.2918,0.2314,-0.5823,0.2525
CROX,2021-09-30,10.1993,-0.1064,-0.5215,0.0093
CROX,2021-12-31,9.1196,-0.4041,-0.1543,-0.1458
CROX,2022-03-31,1.69,-0.363,0.655,0.3901
CROX,2022-06-30,1.1448,0.4107,1.3103,1.081
CROX,2022-09-30,1.5378,0.5792,0.285,0.2169
CROX,2022-12-31,2.3197,0.1661,-0.1385,-0.2113
CROX,2023-03-31,2.6375,-0.1107,0.1373,-0.3434
CROX,2023-06-30,2.4081,-0.2153,0.2979,
CROX,2023-09-30,2.0113,0.0587,0.6413,
CROX,2023-12-31,2.0962,0.5394,0.1726,
CROX,2024-03-31,3.8343,0.0149,-0.2615,
CROX,2024-06-30,3.8829,-0.0077,-0.306,
CROX,2024-09-30,3.8572,-0.2436,-0.423,
CROX,2024-12-31,3.056,,-0.2192,
CRSR,2021-03-31,2.3121,0.0,-0.3644,-0.6293
CRSR,2021-06-30,2.3121,-0.2211,-0.6056,-0.6684
CRSR,2021-09-30,1.8305,-0.1897,-0.5623,-0.7316
CRSR,2021-12-31,1.5085,0.0071,-0.3541,-0.6854
CRSR,2022-03-31,2.9708,-0.3795,-0.1328,-0.5813
CRSR,2022-06-30,1.9369,-0.1356,0.3511,-0.2818
CRSR,2022-09-30,1.7078,0.1956,0.2802,-0.2141
CRSR,2022-12-31,1.9936,0.3522,0.0391,-0.5623
CRSR,2023-03-31,2.609,-0.0332,-0.3275,-0.6975
CRSR,2023-06-30,2.5304,-0.1809,-0.3777,
CRSR,2024-03-31,2.8748,-0.1053,-0.282,
CRSR,2024-06-30,2.5765,-0.3696,-0.1458,
CRSR,2024-09-30,1.6405,-0.0503,0.2816,
CRSR,2024-12-31,1.5602,,-0.1014,
CRTO,2017-03-31,3.0516,-0.0188,-0.4831,-0.841
CRTO,2017-06-30,2.9872,-0.1539,-0.3303,-0.7678
CRTO,2017-09-30,2.4698,-0.3728,-0.4472,-0.7063
CRTO,2017-12-31,1.4097,-0.0073,-0.1272,-0.2121
CRTO,2018-03-31,1.3967,0.2713,-0.2248,0.344
CRTO,2018-06-30,1.877,-0.3017,-0.4761,0.3769
CRTO,2019-03-31,1.1872,-0.1408,-0.6031,0.36
CRTO,2019-06-30,0.9593,0.086,-0.3382,0.4178
CRTO,2019-09-30,1.0789,-0.0728,-0.3478,0.4462
CRTO,2019-12-31,0.969,-0.5413,0.1835,0.5038
CRTO,2020-03-31,0.0956,0.4327,3.3686,2.9629
CRTO,2020-06-30,0.3649,0.0702,2.971,1.9622
CRTO,2020-09-30,0.4276,0.6825,2.0066,1.3954
CRTO,2020-12-31,1.079,0.6933,0.8952,0.2345
CRTO,2021-03-31,3.1535,0.3023,-0.2157,0.0098
CRTO,2021-06-30,4.3926,-0.1897,-0.4605,-0.166
CRTO,2021-09-30,3.3801,0.0606,-0.2625,0.098
CRTO,2021-12-31,3.6421,-0.2992,-0.3296,0.0178
CRTO,2022-03-31,1.112,-0.1043,0.1566,0.2999
CRTO,2022-06-30,0.9359,0.1078,0.3828,-0.018
CRTO,2022-09-30,1.099,-0.0359,0.0803,-0.1639
CRTO,2022-12-31,1.0388,0.2089,-0.0284,-0.2091
CRTO,2023-03-31,2.3772,0.0709,0.1132,-0.4309
CRTO,2023-06-30,2.5912,-0.1346,0.118,
CRTO,2023-09-30,2.1564,-0.1329,0.3781,
CRTO,2023-12-31,1.7848,0.3851,0.5624,
CRTO,2024-03-31,1.9988,0.0756,0.0097,
CRTO,2024-06-30,2.1822,0.0668,-0.3648,
CRTO,2024-09-30,2.3567,-0.0169,-0.4384,
CRTO,2024-12-31,2.3096,,-0.479,
CRUS,2012-06-30,5.8763,0.2861,-0.4184,0.14
CRUS,2012-09-30,7.7329,-0.2454,-0.4097,-0.1792
CRUS,2012-12-31,5.6849,-0.2147,-0.2948,0.0193
CRUS,2013-03-31,4.3327,-0.2369,-0.1266,0.6004
CRUS,2013-06-30,0.8278,0.3053,0.3099,1.2344
CRUS,2013-09-30,1.1273,-0.0984,-0.0799,1.3455
CRUS,2013-12-31,1.0013,-0.0274,0.1537,1.7675
CRUS,2014-03-31,0.9697,0.1444,0.6739,2.0544
CRUS,2014-06-30,5.0718,-0.0831,0.4965,1.7581
CRUS,2014-09-30,4.6405,0.1305,0.5113,1.5573
CRUS,2014-12-31,5.2612,0.4111,0.2529,1.2003
CRUS,2015-03-31,7.4723,0.0232,0.0947,0.2216
CRUS,2015-06-30,3.0376,-0.0741,0.1399,0.1264
CRUS,2015-09-30,2.8044,-0.0628,0.6868,0.225
CRUS,2015-12-31,2.6212,0.233,0.9147,0.1236
CRUS,2016-03-31,3.2579,0.0654,0.6668,0.1555
CRUS,2016-06-30,2.5594,0.3702,0.6169,0.1266
CRUS,2016-09-30,3.5782,0.0638,0.0032,0.0081
CRUS,2016-12-31,3.8187,0.0734,-0.0828,0.4576
CRUS,2017-03-31,4.1131,0.0334,-0.3305,0.0814
CRUS,2017-06-30,4.2571,-0.1499,-0.3889,-0.015
CRUS,2017-09-30,3.5902,-0.0274,-0.2761,0.265
CRUS,2019-06-30,7.0843,0.2261,0.4137,0.66
CRUS,2019-09-30,8.8344,0.5381,0.2589,0.2841
CRUS,2019-12-31,13.9412,-0.2036,-0.0025,-0.0962
CRUS,2020-03-31,10.9689,-0.0587,0.2919,0.6666
CRUS,2020-06-30,4.262,0.0918,0.3778,0.3113
CRUS,2020-09-30,4.6876,0.2187,0.2209,0.0965
CRUS,2020-12-31,5.7949,0.0315,0.1195,0.012
CRUS,2021-03-31,5.9893,0.0039,0.0,0.0916
CRUS,2021-06-30,5.5578,-0.0325,-0.1478,0.4998
CRUS,2021-09-30,5.359,0.1174,-0.1645,0.5083
CRUS,2021-12-31,6.0531,-0.0786,-0.1906,0.0822
CRUS,2022-03-31,5.5341,-0.1445,0.29,0.1754
CRUS,2022-06-30,2.5345,-0.0516,0.1168,0.4373
CRUS,2022-09-30,2.3908,0.0826,0.075,0.8211
CRUS,2022-12-31,2.6091,0.4686,0.1169,0.591
CRUS,2023-03-31,3.9503,-0.2594,-0.1538,0.3222
CRUS,2023-06-30,3.6964,-0.087,0.5759,
CRUS,2023-09-30,3.3388,0.1248,0.6794,
CRUS,2023-12-31,3.807,0.1126,0.197,
CRUS,2024-03-31,4.2822,0.3792,0.0767,
CRUS,2024-06-30,7.7877,-0.027,-0.1833,
CRUS,2024-09-30,7.5605,-0.1983,0.0087,
CRUS,2024-12-31,5.9388,,0.19,
CRWD,2020-03-31,9.3276,0.8012,2.2778,1.4652
CRWD,2020-06-30,17.7303,0.3692,1.5058,0.4645
CRWD,2020-09-30,24.7053,0.5425,0.7898,0.2189
CRWD,2020-12-31,38.738,-0.1384,-0.0334,0.2054
CRWD,2021-03-31,28.3799,0.377,0.2442,0.7566
CRWD,2021-06-30,39.4056,-0.022,-0.3293,0.5248
CRWD,2021-09-30,38.5194,-0.1669,-0.3294,0.1411
CRWD,2021-12-31,31.944,0.1091,-0.4858,0.6711
CRWD,2022-03-31,24.8325,-0.2577,-0.3955,0.5527
CRWD,2022-06-30,18.2731,-0.0222,-0.1287,2.0215
CRWD,2022-09-30,17.8528,-0.3611,0.0156,1.9754
CRWD,2022-12-31,11.1813,0.3036,1.4249,3.4521
CRWD,2023-03-31,10.5051,0.07,1.3356,1.8443
CRWD,2023-06-30,11.2887,0.1396,1.609,
CRWD,2023-09-30,12.9611,0.5254,0.6756,
CRWD,2023-12-31,20.1318,0.2556,0.3401,
CRWD,2024-03-31,21.634,0.1953,0.0998,
CRWD,2024-06-30,26.0148,-0.2681,0.3291,
CRWD,2024-09-30,18.8264,0.22,0.7484,
CRWD,2024-12-31,23.1435,,0.37,
CSCO,2010-09-30,5.0721,-0.0763,-0.2871,0.1279
CSCO,2010-12-31,4.5909,-0.1493,-0.0962,0.1774
CSCO,2011-03-31,3.7036,-0.0898,0.247,0.394
CSCO,2011-06-30,3.2599,-0.0033,0.1164,0.712
CSCO,2011-09-30,3.2282,0.1711,0.2518,0.7664
CSCO,2011-12-31,3.9715,0.1737,0.1161,0.6672
CSCO,2012-09-30,2.1966,0.0441,0.2638,0.5046
CSCO,2012-12-31,2.2898,0.0636,0.1673,0.5031
CSCO,2013-03-31,2.5015,0.174,0.1053,0.4929
CSCO,2013-06-30,3.084,-0.0306,0.0525,0.2932
CSCO,2013-09-30,2.8391,-0.0357,0.1165,0.4883
CSCO,2013-12-31,2.6722,0.0072,0.2798,0.4826
CSCO,2014-03-31,2.6706,0.1179,0.2757,0.6605
CSCO,2014-06-30,3.0761,0.0284,0.1383,0.3875
CSCO,2014-09-30,3.6881,0.1053,0.0663,0.4632
CSCO,2014-12-31,4.2009,0.004,0.0062,0.5207
CSCO,2015-03-31,4.1448,-0.0025,0.0587,0.7088
CSCO,2015-06-30,4.1313,-0.0367,0.0794,0.7326
CSCO,2015-09-30,3.0766,0.043,0.2501,1.0493
CSCO,2015-12-31,3.2215,0.0564,0.1513,0.7618
CSCO,2016-03-31,3.4301,0.0169,0.2294,1.0941
CSCO,2016-06-30,3.4651,0.1157,0.1293,1.1007
CSCO,2016-09-30,3.9277,-0.0394,0.0977,0.7106
CSCO,2016-12-31,3.6855,0.1281,0.3127,0.7416
CSCO,2017-03-31,4.2637,-0.0659,0.3128,0.2747
CSCO,2017-06-30,3.8599,0.0845,0.4214,0.6344
CSCO,2017-09-30,4.2362,0.1487,0.4934,0.2829
CSCO,2017-12-31,4.9905,0.1282,0.1657,0.2805
CSCO,2019-09-30,5.5639,-0.022,-0.1767,-0.1125
CSCO,2019-12-31,5.3899,-0.1743,-0.0349,0.0908
CSCO,2020-03-31,4.3518,0.1977,0.3617,0.4614
CSCO,2020-06-30,5.2315,-0.1488,0.1736,0.2166
CSCO,2020-09-30,5.2008,0.1466,0.4258,0.4963
CSCO,2020-12-31,5.9776,0.1649,0.4576,0.2353
CSCO,2021-03-31,6.9863,0.0323,0.1075,0.0557
CSCO,2021-06-30,7.1733,0.0341,-0.174,-0.0185
CSCO,2021-09-30,6.6812,0.1721,-0.2439,0.0723
CSCO,2021-12-31,7.8444,-0.1149,-0.2246,0.0254
CSCO,2022-03-31,6.8542,-0.2301,-0.031,0.2158
CSCO,2022-06-30,5.1472,-0.0535,0.2549,0.7873
CSCO,2022-09-30,4.5231,0.2021,0.388,0.8733
CSCO,2022-12-31,5.4451,0.1062,0.093,0.7651
CSCO,2023-03-31,6.0051,-0.0029,-0.0163,0.6159
CSCO,2023-06-30,5.9399,0.0469,-0.0532,
CSCO,2023-09-30,4.7939,-0.0535,0.0218,
CSCO,2023-12-31,4.4794,-0.0044,0.21,
CSCO,2024-03-31,4.4202,-0.0403,0.2754,
CSCO,2024-06-30,4.1872,0.1298,0.5042,
CSCO,2024-09-30,6.7472,0.1209,0.3209,
CSCO,2024-12-31,7.4974,,0.3347,
CSGP,2012-03-31,6.2956,0.176,0.5852,1.865
CSGP,2012-06-30,7.9066,0.0042,0.5895,1.4786
CSGP,2012-09-30,7.9516,0.096,1.0592,1.1224
CSGP,2012-12-31,8.9898,0.2248,1.0653,1.3127
CSGP,2013-03-31,8.3875,0.1792,0.706,0.7191
CSGP,2013-06-30,9.8831,0.3009,0.2255,0.6941
CSGP,2013-09-30,12.8453,0.0993,-0.0737,0.2896
CSGP,2013-12-31,14.1167,0.0117,-0.0051,0.0212
CSGP,2014-03-31,12.3942,-0.153,0.0594,0.1097
CSGP,2014-06-30,10.4611,-0.0166,0.2724,0.6666
CSGP,2014-09-30,10.2831,0.1806,0.1126,0.7246
CSGP,2014-12-31,12.1837,0.0773,0.1256,0.6171
CSGP,2015-03-31,10.4997,0.0173,-0.0488,0.8333
CSGP,2015-06-30,10.6859,-0.1401,0.0865,1.0502
CSGP,2015-09-30,9.1552,0.1943,0.2512,1.4318
CSGP,2015-12-31,10.9806,-0.0896,-0.0881,0.6321
CSGP,2016-03-31,8.7607,0.162,0.1012,1.4787
CSGP,2016-06-30,10.1959,-0.0097,0.2055,1.5339
CSGP,2016-09-30,10.0956,-0.1295,0.2389,1.7396
CSGP,2016-12-31,8.7758,0.0994,0.5754,2.1742
CSGP,2017-03-31,9.6574,0.2721,0.7502,1.8338
CSGP,2017-06-30,12.3112,0.0176,0.5654,1.696
CSGP,2019-03-31,13.2325,0.1879,0.259,0.4281
CSGP,2019-06-30,15.8909,0.0706,0.2827,0.0903
CSGP,2019-09-30,17.0782,0.0086,0.4304,0.1741
CSGP,2019-12-31,17.2329,-0.0185,0.5448,0.2917
CSGP,2020-03-31,15.0945,0.2102,0.3997,0.1725
CSGP,2020-06-30,18.4343,0.194,0.1654,0.2523
CSGP,2020-09-30,22.1631,0.0893,0.0142,-0.0938
CSGP,2020-12-31,24.2127,-0.1108,-0.145,-0.0545
CSGP,2021-03-31,17.9181,0.0077,-0.1896,0.1753
CSGP,2021-06-30,0.344,0.0391,-0.2706,-0.1048
CSGP,2021-09-30,0.4211,-0.0817,-0.1907,-0.1234
CSGP,2021-12-31,0.2539,-0.1572,-0.0221,-0.0941
CSGP,2022-03-31,12.2243,-0.0931,0.0336,0.1895
CSGP,2022-06-30,10.9495,0.153,0.4733,0.3309
CSGP,2022-09-30,12.8494,0.1095,0.1039,0.2113
CSGP,2022-12-31,14.4182,-0.1091,0.1308,-0.1299
CSGP,2023-03-31,11.7917,0.2927,0.4031,-0.4141
CSGP,2023-06-30,15.8178,-0.1361,-0.167,
CSGP,2023-09-30,13.3982,0.1366,-0.0189,
CSGP,2023-12-31,15.4961,0.1054,-0.1808,
CSGP,2024-03-31,15.5286,-0.2325,-0.1798,
CSGP,2024-06-30,11.488,0.0175,0.0844,
CSGP,2024-09-30,11.7219,-0.051,0.1184,
CSGP,2024-12-31,11.0292,,-0.0608,
CSL,2011-03-31,3.8447,0.1089,0.1389,0.8581
CSL,2011-06-30,4.1886,-0.3492,0.0947,0.8342
CSL,2011-09-30,2.9136,0.3953,0.6537,1.6236
CSL,2011-12-31,3.8263,0.1311,0.3463,1.1168
CSL,2012-03-31,2.4566,0.0658,0.3772,0.9261
CSL,2012-06-30,2.5789,-0.0169,0.1912,0.9582
CSL,2012-09-30,2.5355,0.1359,0.3713,0.7435
CSL,2012-12-31,2.8054,0.1571,0.3678,0.5634
CSL,2013-03-31,3.7208,-0.0781,0.1845,0.5212
CSL,2013-06-30,3.4649,0.1317,0.4066,0.7579
CSL,2013-09-30,3.8375,0.133,0.1569,0.5125
CSL,2013-12-31,4.2628,0.0021,0.1495,0.4398
CSL,2014-03-31,26.7842,0.0947,0.1806,0.3909
CSL,2014-06-30,29.2435,-0.0692,0.1687,0.1431
CSL,2014-09-30,27.1355,0.1258,0.099,0.296
CSL,2014-12-31,30.4664,0.0292,-0.0057,0.309
CSL,2015-03-31,5.4725,0.0836,0.0877,0.1725
CSL,2015-06-30,5.9136,-0.1247,0.0694,0.1264
CSL,2015-09-30,5.1633,0.0186,0.1896,0.4518
CSL,2015-12-31,5.2405,0.1259,0.2597,0.1808
CSL,2016-03-31,4.8647,0.0653,0.0831,0.2835
CSL,2016-06-30,5.1518,-0.0263,-0.0854,0.3838
CSL,2016-09-30,5.0073,0.0786,-0.0087,0.4783
CSL,2016-12-31,5.3659,-0.032,0.0451,0.5289
CSL,2017-03-31,5.1857,-0.1004,-0.0048,0.2263
CSL,2017-06-30,4.6742,0.0553,0.1516,0.3084
CSL,2019-03-31,3.818,0.1485,0.0348,1.0849
CSL,2019-06-30,4.3163,0.0402,-0.1352,0.7653
CSL,2019-09-30,4.46,0.1155,-0.1463,0.9991
CSL,2019-12-31,4.9165,-0.2235,-0.0196,0.5107
CSL,2020-03-31,4.7705,-0.0401,0.3353,0.8719
CSL,2020-06-30,4.589,0.0268,0.622,1.2208
CSL,2020-09-30,4.6763,0.2811,0.645,1.1923
CSL,2020-12-31,5.7701,0.0575,0.6064,1.0688
CSL,2021-03-31,14.5747,0.166,0.509,1.4596
CSL,2021-06-30,16.6668,0.0414,0.2584,1.1859
CSL,2021-09-30,17.2452,0.251,0.4235,1.3354
CSL,2021-12-31,21.0961,-0.0066,-0.0408,0.5344
CSL,2022-03-31,7.8825,-0.0276,-0.071,0.4299
CSL,2022-06-30,7.6878,0.178,0.088,0.6166
CSL,2022-09-30,8.8013,-0.157,-0.0638,0.2125
CSL,2022-12-31,7.6089,-0.0379,0.3426,0.4035
CSL,2023-03-31,3.1913,0.1387,0.7545,0.5256
CSL,2023-06-30,3.553,0.0137,0.5965,
CSL,2023-09-30,3.5854,0.2089,0.7524,
CSL,2023-12-31,4.2168,0.2573,0.1914,
CSL,2024-03-31,85.4375,0.0362,-0.1227,
CSL,2024-06-30,88.1062,0.1126,-0.0693,
CSL,2024-09-30,97.0031,-0.1781,-0.2609,
CSL,2024-12-31,80.8412,,-0.1226,
CTAS,2011-09-30,2.3998,0.2599,0.4995,1.6321
CTAS,2011-12-31,2.8624,0.1238,0.1932,1.378
CTAS,2012-03-31,3.1613,-0.013,0.1456,1.2021
CTAS,2012-06-30,3.126,0.073,0.1978,1.3121
CTAS,2012-09-30,3.0144,0.0026,0.255,1.1843
CTAS,2012-12-31,2.9817,0.079,0.478,1.3399
CTAS,2013-03-31,3.1808,0.032,0.3703,1.1391
CTAS,2013-06-30,3.2677,0.1243,0.4154,1.2649
CTAS,2013-09-30,3.587,0.1807,0.3986,1.3116
CTAS,2013-12-31,4.0969,0.0003,0.3484,1.0353
CTAS,2014-03-31,4.0981,0.0659,0.4028,1.2279
CTAS,2014-06-30,4.3369,0.111,0.3637,1.0819
CTAS,2014-09-30,4.1639,0.1383,0.2444,1.1451
CTAS,2014-12-31,4.5864,0.0407,0.1741,1.0577
CTAS,2015-03-31,4.7581,0.0363,0.1128,1.1644
CTAS,2015-06-30,4.9175,0.0137,0.1734,1.2661
CTAS,2015-09-30,5.5928,0.074,0.3282,1.3893
CTAS,2015-12-31,5.909,-0.0136,0.2856,0.9109
CTAS,2016-03-31,5.835,0.0926,0.4272,1.3308
CTAS,2016-06-30,6.3313,0.1475,0.301,1.5044
CTAS,2016-09-30,4.9604,0.0395,0.2979,1.466
CTAS,2016-12-31,5.0791,0.095,0.3632,1.404
CTAS,2017-03-31,5.5192,-0.004,0.3628,0.4133
CTAS,2017-06-30,5.4992,0.1447,0.4844,1.1818
CTAS,2017-09-30,6.2304,0.0919,0.386,1.3817
CTAS,2017-12-31,6.6934,0.0947,0.0904,1.3408
CTAS,2019-09-30,8.4655,0.0134,0.2535,0.5024
CTAS,2019-12-31,8.4937,-0.3563,0.3274,0.7292
CTAS,2020-03-31,5.7425,0.5377,0.9954,1.759
CTAS,2020-06-30,8.4156,0.2495,0.4555,0.9323
CTAS,2020-09-30,10.7349,0.0731,0.1636,0.5006
CTAS,2020-12-31,11.3571,-0.0323,0.2651,0.7563
CTAS,2021-03-31,10.9907,0.1217,0.258,1.0736
CTAS,2021-06-30,12.2178,-0.0011,-0.0126,0.888
CTAS,2021-09-30,12.3263,0.1668,0.03,1.2273
CTAS,2021-12-31,14.2499,-0.0377,0.0297,0.6971
CTAS,2022-03-31,13.7027,-0.1196,0.0991,0.9876
CTAS,2022-06-30,12.1068,0.042,0.3445,1.4527
CTAS,2022-09-30,9.4414,0.1664,0.252,1.1722
CTAS,2022-12-31,10.8847,0.0271,0.3482,0.7104
CTAS,2023-03-31,11.1364,0.077,0.4997,0.5011
CTAS,2023-06-30,11.9192,-0.0297,0.4221,
CTAS,2023-09-30,9.7673,0.2561,0.7271,
CTAS,2023-12-31,12.1237,0.1425,0.2224,
CTAS,2024-03-31,13.758,0.0213,0.2059,
CTAS,2024-06-30,14.0143,0.1784,0.2827,
CTAS,2024-09-30,4.1326,-0.111,0.0045,
CTAS,2024-12-31,3.7107,,0.0378,
CTOS,2020-03-31,9.3815,0.2256,1.8506,1.0701
CTOS,2020-06-30,9.7733,0.0323,1.3682,0.6766
CTOS,2020-09-30,9.8421,0.7759,1.2482,0.494
CTOS,2020-12-31,11.547,0.2687,0.0855,-0.1615
CTOS,2021-03-31,8.4704,0.0182,-0.1027,-0.3775
CTOS,2021-06-30,8.5307,-0.02,-0.4118,-0.5431
CTOS,2021-09-30,8.4633,-0.1426,-0.3751,-0.6302
CTOS,2021-12-31,7.9913,0.0488,-0.21,-0.3988
CTOS,2022-03-31,0.6956,-0.3325,-0.1907,-0.497
CTOS,2022-06-30,0.5526,0.0411,0.2036,-0.1179
CTOS,2022-09-30,0.5644,0.084,0.0635,0.1012
CTOS,2022-12-31,0.5895,0.0744,-0.0222,-0.0886
CTOS,2023-03-31,3.8126,-0.0074,-0.1429,-0.0324
CTOS,2023-06-30,3.797,-0.0801,-0.3546,
CTOS,2023-09-30,3.6291,-0.0032,-0.4435,
CTOS,2023-12-31,3.6229,-0.0583,-0.2217,
CTOS,2024-03-31,3.8122,-0.2526,-0.2749,
CTOS,2024-06-30,3.3452,-0.2069,0.1356,
CTOS,2024-09-30,3.0593,0.3942,0.8609,
CTOS,2024-12-31,3.4913,,0.1975,
CURV,2022-03-31,1.0368,-0.2871,-0.2805,-0.0957
CURV,2022-06-30,0.8366,-0.0347,-0.3495,-0.3171
CURV,2022-09-30,0.8193,-0.2902,-0.47,-0.5803
CURV,2022-12-31,0.6801,0.473,0.9493,-0.6696
CURV,2023-03-31,1.6202,-0.3555,0.1193,-0.5917
CURV,2023-06-30,1.2772,-0.2135,1.6655,
CURV,2023-09-30,1.1444,1.6109,0.7783,
CURV,2023-12-31,1.9323,-0.1542,-0.0936,
CURV,2024-03-31,1.7353,0.5348,0.123,
CURV,2024-06-30,3.7806,-0.4753,-0.6061,
CURV,2024-09-30,2.4737,0.3308,-0.5547,
CURV,2024-12-31,2.9509,,-0.813,
CVCO,2012-06-30,0.5051,-0.1051,-0.0162,0.4711
CVCO,2012-09-30,0.458,0.0891,0.241,0.4838
CVCO,2012-12-31,0.4937,-0.0482,0.3745,0.6669
CVCO,2013-03-31,0.4727,0.0605,0.6491,0.9647
CVCO,2013-06-30,3.4529,0.1288,0.6908,0.8573
CVCO,2013-09-30,3.8655,0.2063,0.194,0.7392
CVCO,2013-12-31,4.6113,0.1419,0.1539,0.4534
CVCO,2014-03-31,5.2301,0.0873,-0.0432,0.4837
CVCO,2014-06-30,3.4584,-0.2028,-0.1156,0.5199
CVCO,2014-09-30,2.7465,0.1657,0.0013,1.1699
CVCO,2014-12-31,3.2103,-0.0531,0.051,0.9251
CVCO,2015-03-31,3.037,0.0051,0.2451,1.3148
CVCO,2015-06-30,3.9139,-0.0974,0.242,1.7525
CVCO,2015-09-30,3.5104,0.2235,0.4547,2.7157
CVCO,2015-12-31,4.3459,0.1218,0.1985,0.565
